booking_id,customer_id,driver_id,time_of_day,pickup_area,drop_area,ride_status,estimated_time,actual_time,fare_amount,driver_rating,customer_rating,vehicle_type,day_of_week,surge_multiplier
6249,17566,1849,evening,Area_13,Area_7,cancelled_by_driver,10,,291,3.81,3.68,mini,Sun,1.2
6250,14707,1515,afternoon,Area_5,Area_20,cancelled_by_customer,26,,318,4.76,3.29,suv,Wed,1.5
6251,15043,1632,evening,Area_16,Area_3,completed,24,26,233,4.58,3.71,sedan,Tue,1
6252,11503,,night,Area_16,Area_19,no_driver_found,13,,151,,4.67,suv,Thu,1.2
6253,14511,1908,evening,Area_4,Area_12,cancelled_by_customer,9,,83,4.29,4.9,mini,Tue,1
6254,12023,1402,night,Area_8,Area_16,completed,18,24,184,2.68,4.33,sedan,Wed,1.5
6255,18499,1639,evening,Area_7,Area_7,completed,25,27,142,4.73,4.56,sedan,Tue,1.2
6256,19409,1163,afternoon,Area_16,Area_13,completed,5,2,420,3.04,3.12,sedan,Thu,1
6257,11538,,evening,Area_18,Area_9,no_driver_found,6,,298,,3.84,mini,Thu,1
6258,15307,,morning,Area_20,Area_16,no_driver_found,5,,412,,4.04,sedan,Tue,1
6259,13143,1568,evening,Area_6,Area_5,completed,28,25,358,4.99,3.06,sedan,Sun,1
6260,12438,1013,evening,Area_18,Area_18,completed,24,38,324,2.79,3.99,sedan,Mon,1
6261,18887,1611,morning,Area_10,Area_17,completed,6,19,354,3.43,4.15,mini,Mon,1
6262,14874,1164,afternoon,Area_15,Area_12,cancelled_by_driver,7,,333,2.57,4.43,mini,Wed,1
6263,11736,1653,evening,Area_11,Area_3,completed,17,31,385,3.73,3.31,suv,Sun,1
6264,15783,1605,morning,Area_19,Area_2,cancelled_by_customer,24,,477,3.47,3.72,mini,Thu,1.5
6265,14485,1722,afternoon,Area_7,Area_2,completed,12,26,177,3,3.55,suv,Mon,1
6266,13099,1702,morning,Area_9,Area_5,cancelled_by_driver,10,,164,2.51,4.03,suv,Fri,1.2
6267,10099,1261,morning,Area_18,Area_18,cancelled_by_driver,8,,170,4.66,4.08,mini,Thu,1.2
6268,18808,1022,afternoon,Area_8,Area_13,completed,16,22,153,3.47,3.49,sedan,Fri,1.2
6269,14556,1499,night,Area_13,Area_11,completed,18,31,372,2.62,4.73,suv,Wed,1
6270,11012,1521,afternoon,Area_12,Area_12,completed,27,38,200,3.88,4.78,suv,Sat,1.2
6271,17450,1370,afternoon,Area_15,Area_14,completed,7,21,199,3.19,3.18,suv,Fri,1.2
6272,11431,1288,afternoon,Area_18,Area_14,cancelled_by_driver,9,,212,2.98,4.98,sedan,Wed,2
6273,10397,,afternoon,Area_15,Area_16,no_driver_found,7,,127,,4.31,mini,Wed,1
6274,15623,1155,evening,Area_16,Area_3,cancelled_by_driver,7,,204,3.39,4.26,mini,Sat,1
6275,18910,1253,afternoon,Area_20,Area_12,cancelled_by_customer,26,,,2.54,4.4,mini,Thu,1
6276,13075,1882,afternoon,Area_12,Area_10,cancelled_by_driver,27,,106,3.64,4.96,sedan,Fri,2
6277,14811,1835,afternoon,Area_13,Area_13,completed,22,26,108,4.74,4.77,mini,Sun,1
6278,19914,1487,night,Area_10,Area_15,completed,23,33,464,2.84,4.26,sedan,Wed,1
6279,12435,,morning,Area_4,Area_4,no_driver_found,25,,176,,3.83,mini,Sat,1
6280,15382,1907,afternoon,Area_7,Area_14,cancelled_by_customer,9,,,4.32,4.86,sedan,Fri,1.2
6281,10039,,evening,Area_7,Area_12,no_driver_found,25,,450,,4.68,suv,Mon,1
6282,12668,1837,night,Area_18,Area_10,completed,24,34,98,3.61,3.2,suv,Mon,1.2
6283,16268,1316,afternoon,Area_2,Area_20,cancelled_by_driver,19,,117,2.88,3.76,sedan,Thu,1
6284,10665,1244,afternoon,Area_13,Area_2,cancelled_by_customer,26,,431,2.68,4.6,mini,Mon,1.2
6285,17954,1780,evening,Area_4,Area_7,completed,29,38,374,2.7,4.64,suv,Sat,2
6286,16182,1052,evening,Area_1,Area_14,cancelled_by_driver,26,,235,4.21,4.98,suv,Tue,2
6287,13384,1256,afternoon,Area_15,Area_17,completed,23,22,412,3.03,3.42,suv,Wed,1.2
6288,19471,1697,morning,Area_15,Area_9,completed,29,32,399,3.06,4.55,sedan,Sat,1
6289,17588,1587,morning,Area_16,Area_10,completed,27,39,203,4.68,3.57,mini,Mon,1.5
6290,11650,1363,night,Area_14,Area_8,completed,21,28,119,4.19,4.65,suv,Sun,1.5
6291,14902,1401,afternoon,Area_10,Area_8,cancelled_by_driver,20,,346,4.82,4.02,suv,Fri,1
6292,18793,1454,morning,Area_14,Area_18,cancelled_by_customer,6,,257,4.73,4.66,mini,Sat,1.5
6293,15558,1330,afternoon,Area_14,Area_20,cancelled_by_customer,18,,,3.04,4.84,suv,Tue,1
6294,15658,1047,night,Area_1,Area_4,completed,12,24,365,2.95,4.67,sedan,Thu,2
6295,13108,1873,night,Area_6,Area_20,completed,16,17,253,2.76,3.35,sedan,Thu,1
6296,18805,1238,morning,Area_15,Area_17,completed,14,28,353,3.34,3.34,sedan,Tue,2
6297,16280,1706,afternoon,Area_2,Area_7,cancelled_by_customer,21,,,3.01,3.08,sedan,Tue,1
6298,17741,1622,morning,Area_7,Area_19,cancelled_by_customer,28,,442,4.43,4.35,sedan,Thu,1.2
6299,18151,1243,afternoon,Area_5,Area_20,cancelled_by_customer,24,,371,4.86,4.12,mini,Fri,1.2
6300,17146,1034,evening,Area_18,Area_10,completed,19,24,257,4.48,4.46,suv,Wed,1.5
6301,19304,1744,night,Area_11,Area_14,completed,7,13,161,2.9,4.57,suv,Tue,1.2
6302,16954,1323,evening,Area_1,Area_12,completed,9,19,183,3.77,4.26,suv,Mon,1.5
6303,10938,1217,night,Area_1,Area_12,completed,27,38,163,4.89,3.13,mini,Wed,1
6304,17512,1125,evening,Area_8,Area_2,completed,23,35,95,4.81,3.82,suv,Tue,1.5
6305,12181,1548,evening,Area_8,Area_10,cancelled_by_driver,29,,208,4.42,3.5,sedan,Sat,1
6306,16013,,afternoon,Area_14,Area_8,no_driver_found,26,,125,,4.89,suv,Wed,2
6307,13394,1921,night,Area_3,Area_14,completed,15,27,317,2.72,4.57,suv,Thu,1
6308,10224,1209,morning,Area_11,Area_11,completed,7,14,208,3.84,4.39,mini,Wed,1
6309,19568,1343,evening,Area_13,Area_3,cancelled_by_customer,29,,,4.49,3.01,suv,Sat,1
6310,11555,1997,evening,Area_10,Area_5,completed,18,22,295,2.51,3.38,sedan,Mon,1.5
6311,10735,1558,evening,Area_10,Area_18,completed,25,39,234,4.47,4,mini,Sun,1
6312,15218,1072,night,Area_2,Area_16,completed,26,30,390,3.66,3.67,suv,Wed,1.5
6313,13515,1651,afternoon,Area_1,Area_7,cancelled_by_driver,27,,435,4.37,4.39,mini,Fri,1.5
6314,17146,1134,evening,Area_9,Area_13,cancelled_by_driver,17,,134,3.95,3.98,mini,Mon,2
6315,17710,,evening,Area_19,Area_15,no_driver_found,20,,163,,3,mini,Sat,1
6316,12524,1995,afternoon,Area_2,Area_1,completed,13,17,370,3.63,3.88,sedan,Mon,1
6317,16780,1901,evening,Area_2,Area_10,cancelled_by_customer,16,,310,2.67,3.11,sedan,Sat,1.5
6318,14614,1646,night,Area_8,Area_15,completed,12,14,319,2.57,4.89,mini,Mon,1.5
6319,13856,,morning,Area_3,Area_20,no_driver_found,7,,140,,3.25,suv,Fri,1
6320,14744,1054,evening,Area_19,Area_17,completed,29,27,105,2.65,4.32,sedan,Thu,1
6321,14155,1040,morning,Area_20,Area_11,completed,14,12,406,3.53,4.49,mini,Thu,1.5
6322,15837,1080,evening,Area_10,Area_4,cancelled_by_driver,22,,394,4.94,3.96,mini,Wed,1
6323,14481,1770,evening,Area_9,Area_16,cancelled_by_customer,22,,,4.88,4.3,suv,Thu,1
6324,14746,1541,morning,Area_13,Area_19,cancelled_by_driver,10,,468,4.1,4.18,sedan,Sat,1.2
6325,13172,1355,evening,Area_3,Area_7,completed,19,22,298,4.15,3.12,suv,Thu,1.5
6326,12907,1696,afternoon,Area_3,Area_14,completed,8,20,455,3.95,3.1,sedan,Fri,1
6327,14490,1605,night,Area_13,Area_4,cancelled_by_customer,28,,,3.29,4.32,suv,Sun,1.2
6328,11264,1508,night,Area_12,Area_19,cancelled_by_customer,7,,,3.91,3.6,suv,Fri,1
6329,13062,,afternoon,Area_10,Area_15,no_driver_found,13,,96,,3.1,mini,Wed,1.5
6330,15253,1947,night,Area_2,Area_20,completed,28,34,339,3.16,4.29,suv,Fri,1.2
6331,13453,1606,morning,Area_4,Area_3,completed,20,24,124,3.99,3.21,sedan,Mon,2
6332,11222,1106,night,Area_2,Area_12,completed,9,6,209,4.26,3.35,suv,Sun,1
6333,17997,,afternoon,Area_3,Area_2,no_driver_found,9,,242,,4.66,mini,Sat,1
6334,11222,1778,morning,Area_6,Area_2,cancelled_by_customer,24,,,4.57,3.76,mini,Sat,1
6335,16512,1451,afternoon,Area_4,Area_3,cancelled_by_customer,15,,453,2.59,3.11,mini,Mon,1
6336,16656,1627,evening,Area_3,Area_10,cancelled_by_customer,20,,,4.97,3.57,suv,Thu,1
6337,17004,1039,morning,Area_12,Area_12,completed,8,21,376,2.85,3.96,suv,Sat,1
6338,19649,1139,afternoon,Area_10,Area_8,completed,7,7,218,4.83,4.65,mini,Thu,1.5
6339,13423,,evening,Area_18,Area_10,no_driver_found,11,,82,,4.47,sedan,Mon,1.2
6340,18404,1779,evening,Area_2,Area_16,cancelled_by_driver,29,,148,3.52,4.99,mini,Fri,1
6341,12526,1844,afternoon,Area_1,Area_2,completed,5,10,464,2.9,3.37,sedan,Sun,2
6342,12610,1579,evening,Area_1,Area_7,completed,23,33,307,4.64,4.56,suv,Tue,1.2
6343,14076,1398,morning,Area_16,Area_17,completed,25,22,137,4.84,3.67,sedan,Mon,1
6344,17457,1292,morning,Area_16,Area_11,cancelled_by_customer,16,,216,3.41,3,mini,Sun,1
6345,16632,1543,morning,Area_6,Area_1,cancelled_by_driver,22,,350,3.48,3.03,mini,Sat,1.2
6346,12775,1929,evening,Area_8,Area_4,completed,9,19,118,2.91,3.28,mini,Mon,1
6347,19839,1406,night,Area_15,Area_10,completed,7,7,101,3.22,3.78,suv,Wed,1
6348,16573,1027,morning,Area_12,Area_10,completed,13,10,267,4.34,3.63,suv,Tue,1.2
6349,15245,1621,night,Area_15,Area_10,cancelled_by_driver,29,,139,3.05,3.1,suv,Thu,1
6350,18838,1114,night,Area_7,Area_5,completed,19,26,343,4.28,3.57,suv,Sun,1
6351,14614,1713,morning,Area_13,Area_3,cancelled_by_customer,26,,127,2.69,4.74,suv,Wed,1.2
6352,19698,,evening,Area_17,Area_2,no_driver_found,11,,459,,4.64,sedan,Mon,2
6353,10974,1931,night,Area_8,Area_7,completed,14,25,386,4.56,3.26,mini,Sat,1
6354,15362,1755,morning,Area_9,Area_9,completed,10,9,298,4.08,3.35,mini,Sun,1
6355,10937,1327,afternoon,Area_20,Area_16,completed,15,12,383,4.91,4.39,suv,Sat,1
6356,12298,1344,evening,Area_14,Area_3,completed,16,14,173,4.6,3.41,mini,Fri,1.2
6357,11721,1148,morning,Area_17,Area_9,completed,24,31,128,3.1,3.28,mini,Sun,1
6358,16150,1880,evening,Area_16,Area_16,completed,24,33,116,2.55,3.08,sedan,Thu,1.2
6359,13045,1581,morning,Area_3,Area_11,completed,22,29,189,3.45,3.02,sedan,Wed,1
6360,11105,1257,evening,Area_18,Area_8,completed,13,12,363,2.94,3.64,mini,Sun,1.5
6361,14268,1704,afternoon,Area_13,Area_14,completed,16,14,445,4.11,4.06,mini,Thu,1.2
6362,11450,1998,evening,Area_7,Area_19,completed,9,7,376,3.67,4.55,mini,Tue,2
6363,18452,1274,morning,Area_8,Area_19,completed,23,37,103,4.22,3.7,mini,Sun,1
6364,14155,1094,night,Area_14,Area_4,completed,16,18,279,4.94,4.66,suv,Sun,1
6365,15088,1701,morning,Area_20,Area_18,completed,11,13,143,4.11,3.53,suv,Fri,1
6366,18282,1986,afternoon,Area_4,Area_18,cancelled_by_customer,10,,89,3.9,4.02,suv,Sun,1
6367,13291,1593,afternoon,Area_12,Area_17,cancelled_by_driver,20,,233,4.12,4.88,sedan,Thu,1
6368,12225,1845,evening,Area_19,Area_1,cancelled_by_customer,26,,216,3.84,4.56,suv,Sun,2
6369,14299,1590,evening,Area_20,Area_2,cancelled_by_customer,18,,196,4.28,4.57,mini,Fri,1.2
6370,12147,1109,morning,Area_10,Area_15,cancelled_by_customer,8,,228,3.72,4.5,mini,Wed,1
6371,11033,1737,evening,Area_16,Area_4,cancelled_by_customer,7,,453,3.34,4.79,sedan,Sun,1.5
6372,17784,1050,evening,Area_12,Area_12,completed,5,16,329,3.68,4.23,suv,Thu,1.5
6373,13423,,afternoon,Area_11,Area_3,no_driver_found,14,,430,,3.6,mini,Thu,1
6374,15468,1420,morning,Area_11,Area_13,completed,12,13,322,3.45,4.53,suv,Wed,1
6375,19651,1792,morning,Area_19,Area_2,cancelled_by_driver,13,,409,3.66,4.27,sedan,Wed,1.2
6376,16805,1902,afternoon,Area_17,Area_13,cancelled_by_driver,7,,196,2.96,3.09,sedan,Sat,1
6377,13424,1480,afternoon,Area_16,Area_12,completed,29,31,116,2.97,4.96,suv,Sat,1.5
6378,10456,1095,morning,Area_13,Area_9,cancelled_by_driver,28,,165,4.25,3.63,mini,Fri,2
6379,18575,1447,evening,Area_8,Area_19,completed,13,18,89,2.82,3.76,suv,Sun,1
6380,14942,1368,afternoon,Area_14,Area_13,completed,25,34,448,4.54,3.34,sedan,Fri,1
6381,19662,1449,afternoon,Area_3,Area_7,completed,26,39,270,2.55,4.29,sedan,Sun,1
6382,14872,1470,evening,Area_1,Area_7,completed,25,37,168,4.77,3.23,suv,Wed,1.5
6383,12096,1494,evening,Area_14,Area_3,completed,10,23,499,3.05,4.12,suv,Tue,1.2
6384,16802,,night,Area_11,Area_6,no_driver_found,20,,297,,3.36,suv,Tue,1.2
6385,13831,1555,evening,Area_18,Area_17,completed,24,33,487,4.11,3.06,sedan,Sat,1.5
6386,10720,1934,evening,Area_7,Area_10,completed,14,28,165,4.89,3.98,sedan,Thu,1.2
6387,19813,1472,afternoon,Area_4,Area_11,completed,11,18,402,3.4,3.58,mini,Thu,1.5
6388,13358,,night,Area_11,Area_6,no_driver_found,20,,302,,4.12,mini,Sun,1.5
6389,14928,,afternoon,Area_18,Area_16,no_driver_found,8,,245,,4.6,mini,Tue,1
6390,18776,1028,evening,Area_10,Area_9,cancelled_by_customer,26,,,4.37,3.57,suv,Fri,1
6391,12344,1097,night,Area_20,Area_19,cancelled_by_driver,14,,451,3.35,4.22,sedan,Tue,2
6392,17098,1686,night,Area_3,Area_9,cancelled_by_customer,8,,,3.82,3.39,sedan,Thu,1
6393,10920,1308,morning,Area_12,Area_18,completed,10,14,136,4.06,3.95,mini,Fri,1.2
6394,17601,1131,evening,Area_19,Area_10,completed,27,39,91,2.64,3.43,sedan,Tue,1.5
6395,16927,1466,evening,Area_8,Area_16,completed,7,18,225,4.56,3.62,sedan,Mon,1
6396,19906,1976,morning,Area_10,Area_2,completed,19,16,309,3.23,3.63,mini,Thu,2
6397,14237,1854,afternoon,Area_17,Area_1,completed,21,24,242,4.91,3.99,sedan,Sat,1
6398,15515,1465,evening,Area_5,Area_8,completed,15,26,228,2.92,3.48,mini,Sun,1.2
6399,18824,1637,afternoon,Area_4,Area_5,cancelled_by_customer,26,,,4.93,3.94,mini,Sun,1.2
6400,10288,1577,morning,Area_19,Area_7,completed,6,17,101,2.63,3.26,sedan,Mon,2
6401,18011,1584,night,Area_11,Area_12,cancelled_by_customer,22,,464,2.59,4.73,mini,Mon,1.5
6402,17278,1350,evening,Area_9,Area_3,completed,20,32,249,4.25,3.79,suv,Mon,1
6403,13566,1216,night,Area_13,Area_1,completed,16,29,253,4.71,4.41,suv,Wed,1
6404,16460,1829,morning,Area_11,Area_19,completed,11,14,328,4.22,4.06,sedan,Fri,2
6405,18072,1211,evening,Area_3,Area_3,completed,27,31,161,4.94,4.88,mini,Sat,1.5
6406,16050,1375,night,Area_16,Area_3,completed,5,18,298,3.82,4.55,mini,Sat,1.2
6407,13884,1501,evening,Area_14,Area_19,completed,15,12,251,4.38,4.99,mini,Mon,1
6408,13292,1227,morning,Area_3,Area_6,cancelled_by_customer,25,,306,4.79,3.6,sedan,Thu,1.5
6409,12696,1301,night,Area_1,Area_12,cancelled_by_driver,22,,92,3.37,3.78,sedan,Fri,1
6410,17916,1422,evening,Area_6,Area_1,completed,18,15,239,3.48,3.31,suv,Tue,1
6411,19308,1880,afternoon,Area_19,Area_17,completed,6,4,373,3.11,4.57,mini,Fri,2
6412,10263,1015,afternoon,Area_12,Area_2,completed,12,14,398,4.85,3.75,suv,Fri,1.2
6413,18308,1661,evening,Area_17,Area_18,cancelled_by_driver,25,,84,3.22,4.73,suv,Tue,1
6414,10879,1608,evening,Area_9,Area_19,completed,27,36,280,4.22,3.62,mini,Tue,1
6415,17342,1796,morning,Area_4,Area_9,cancelled_by_customer,22,,,4.64,4,mini,Tue,1
6416,18531,1770,evening,Area_5,Area_7,completed,16,17,460,3.72,3.48,suv,Sat,1
6417,13256,1253,night,Area_8,Area_3,completed,8,8,157,4.82,4.64,suv,Wed,1
6418,17783,1559,morning,Area_14,Area_19,completed,11,20,137,3.77,4.65,sedan,Tue,1
6419,10492,,evening,Area_17,Area_8,no_driver_found,12,,404,,3.37,suv,Fri,1
6420,19578,1132,afternoon,Area_2,Area_2,cancelled_by_customer,6,,,3.43,4.17,sedan,Tue,1.5
6421,19717,1290,morning,Area_3,Area_12,cancelled_by_customer,15,,148,4.88,3.56,mini,Fri,1
6422,16550,1539,evening,Area_1,Area_1,cancelled_by_driver,27,,278,4.98,4.91,sedan,Mon,1.5
6423,19996,1186,evening,Area_19,Area_4,completed,5,14,145,2.56,3.07,mini,Wed,1
6424,19114,1158,evening,Area_20,Area_17,completed,23,21,219,4.74,3.93,suv,Thu,1.5
6425,18977,1732,afternoon,Area_1,Area_9,cancelled_by_driver,5,,123,2.84,3.6,suv,Sun,2
6426,17273,1546,evening,Area_15,Area_20,completed,25,36,344,4.09,4.58,mini,Sun,1
6427,13955,,evening,Area_4,Area_8,no_driver_found,19,,315,,4.84,suv,Sun,1
6428,15111,1422,evening,Area_16,Area_10,completed,8,14,174,3.69,4.08,suv,Wed,1.5
6429,17632,1724,morning,Area_4,Area_7,completed,22,29,304,3.33,3.05,sedan,Fri,1
6430,16700,1884,evening,Area_2,Area_8,cancelled_by_customer,11,,322,3.42,3.48,suv,Mon,1
6431,12680,1920,evening,Area_12,Area_4,cancelled_by_customer,22,,,2.69,3.75,mini,Thu,1
6432,10772,1579,morning,Area_18,Area_19,cancelled_by_driver,24,,176,3.33,4.75,sedan,Tue,2
6433,10072,1943,evening,Area_1,Area_10,cancelled_by_customer,19,,247,4.13,3.33,suv,Mon,1
6434,18403,1038,evening,Area_17,Area_14,cancelled_by_customer,18,,,3.76,4.03,suv,Mon,1.5
6435,12417,1459,afternoon,Area_19,Area_20,completed,16,14,435,4.34,3.38,suv,Sun,1
6436,17428,1773,night,Area_14,Area_9,cancelled_by_customer,13,,416,4.7,4.87,mini,Sun,1.5
6437,11154,1959,afternoon,Area_18,Area_7,completed,18,29,166,3.53,3.41,mini,Sun,1
6438,14504,1901,evening,Area_4,Area_8,cancelled_by_driver,13,,242,3.48,3.63,mini,Mon,1
6439,11278,1713,evening,Area_14,Area_8,completed,28,39,441,4.97,5,mini,Sun,1
6440,15258,1456,afternoon,Area_8,Area_11,cancelled_by_driver,5,,442,3.11,3.12,suv,Fri,2
6441,10728,1656,afternoon,Area_13,Area_5,cancelled_by_driver,28,,293,3.15,3.39,mini,Sat,1
6442,17195,1019,morning,Area_10,Area_9,completed,17,20,477,3.42,4.8,suv,Thu,1
6443,17723,1265,evening,Area_17,Area_6,completed,18,28,104,4.94,4.51,mini,Fri,1
6444,16546,1239,afternoon,Area_2,Area_12,completed,26,23,321,4.29,3.54,sedan,Mon,1
6445,18004,1477,afternoon,Area_7,Area_1,completed,10,12,175,4.95,4.01,mini,Tue,1
6446,11240,1312,morning,Area_20,Area_18,cancelled_by_customer,17,,460,4.34,3.57,sedan,Mon,1
6447,19934,1416,night,Area_20,Area_16,completed,15,12,217,4.09,3.48,suv,Mon,1.5
6448,18638,1000,evening,Area_11,Area_10,completed,26,25,229,3.43,4.07,mini,Wed,1.2
6449,11864,1355,afternoon,Area_16,Area_1,cancelled_by_driver,12,,83,2.52,4.86,sedan,Tue,1
6450,18439,,evening,Area_20,Area_19,no_driver_found,23,,184,,4.77,mini,Fri,1.5
6451,18040,1829,night,Area_3,Area_13,completed,29,33,294,3.12,3.93,mini,Wed,1.5
6452,16255,1326,afternoon,Area_17,Area_6,cancelled_by_driver,20,,109,4.46,3.97,mini,Wed,1.5
6453,11475,1100,evening,Area_4,Area_17,cancelled_by_driver,23,,276,4.29,3.08,mini,Sun,1
6454,11823,1275,morning,Area_11,Area_5,completed,15,21,401,3.91,4.67,sedan,Thu,1
6455,12416,1566,night,Area_3,Area_8,cancelled_by_customer,8,,,3.36,4.76,sedan,Mon,1.5
6456,13323,1014,morning,Area_9,Area_6,completed,22,35,242,4.71,4.15,sedan,Sun,1.5
6457,17453,1794,morning,Area_4,Area_16,cancelled_by_driver,12,,261,2.82,4.13,mini,Fri,1
6458,11283,1916,evening,Area_5,Area_9,completed,7,8,415,4.82,3.17,mini,Mon,1
6459,14365,1897,evening,Area_1,Area_20,completed,11,18,197,4.02,3.6,suv,Wed,1.2
6460,13146,1098,evening,Area_18,Area_9,completed,5,2,376,2.96,3.35,mini,Wed,1
6461,16026,1820,morning,Area_11,Area_3,completed,27,30,98,4.52,4.25,mini,Thu,1
6462,15903,1383,evening,Area_13,Area_6,cancelled_by_driver,7,,189,3.42,3.93,mini,Wed,2
6463,19041,1133,night,Area_8,Area_6,cancelled_by_customer,28,,262,4.68,4.71,suv,Thu,1.5
6464,10154,1789,afternoon,Area_6,Area_6,completed,16,16,86,3.71,4.89,suv,Sat,1
6465,12308,1086,evening,Area_13,Area_5,cancelled_by_driver,24,,129,4.41,4.71,sedan,Sat,2
6466,17930,1237,morning,Area_2,Area_8,completed,29,32,311,3.01,4.2,mini,Wed,1.5
6467,14005,1600,night,Area_18,Area_11,completed,11,22,391,4.52,3.83,mini,Sun,1.2
6468,15375,1280,morning,Area_19,Area_14,completed,27,30,497,3,3.11,sedan,Tue,1.2
6469,17526,1801,night,Area_20,Area_15,completed,20,19,269,3.69,3.78,mini,Mon,2
6470,15775,1129,night,Area_18,Area_12,cancelled_by_customer,16,,494,2.95,4.32,sedan,Fri,1.2
6471,16248,1683,afternoon,Area_4,Area_11,cancelled_by_driver,6,,201,2.96,4.39,mini,Fri,1
6472,18265,1551,morning,Area_11,Area_14,completed,16,28,393,4.66,3.15,suv,Tue,1
6473,12186,1462,morning,Area_19,Area_12,cancelled_by_driver,23,,391,2.5,3.56,sedan,Wed,1.2
6474,10603,1772,evening,Area_9,Area_9,cancelled_by_driver,22,,213,4.4,4.5,sedan,Mon,1
6475,15220,1693,morning,Area_19,Area_6,completed,8,16,450,4.99,4.33,suv,Fri,1.2
6476,17906,1607,evening,Area_6,Area_12,completed,15,20,487,2.7,3.81,mini,Wed,1.5
6477,18876,1566,afternoon,Area_8,Area_13,cancelled_by_customer,20,,,3.11,4.21,suv,Tue,2
6478,16773,,morning,Area_6,Area_20,no_driver_found,25,,175,,3.31,sedan,Mon,1
6479,14118,1518,evening,Area_15,Area_11,cancelled_by_customer,20,,359,2.62,4.02,suv,Sat,1
6480,13512,1046,afternoon,Area_9,Area_5,completed,13,19,181,3.16,3.4,sedan,Sat,1
6481,16432,1579,morning,Area_5,Area_1,cancelled_by_customer,23,,,4.42,4.43,sedan,Sat,1
6482,18945,1567,night,Area_8,Area_18,completed,29,42,286,4.81,3.39,mini,Sun,1.2
6483,10265,1685,afternoon,Area_1,Area_12,completed,5,18,113,4.36,4.6,suv,Sun,1
6484,19130,1580,afternoon,Area_19,Area_12,completed,9,14,374,4.63,4.02,suv,Fri,1.5
6485,12275,1133,afternoon,Area_14,Area_9,completed,15,22,131,4.93,4.32,sedan,Tue,1
6486,10337,1175,evening,Area_13,Area_20,completed,27,26,139,3.58,3.61,mini,Thu,1.5
6487,19777,1510,night,Area_9,Area_10,cancelled_by_customer,8,,245,2.71,4.31,sedan,Wed,1
6488,12899,1917,afternoon,Area_9,Area_17,completed,17,26,116,3.11,3.29,suv,Thu,2
6489,13328,1121,morning,Area_20,Area_5,completed,15,25,118,2.86,4.99,mini,Sat,2
6490,17411,1342,morning,Area_10,Area_18,completed,29,37,450,2.85,4.62,mini,Mon,1
6491,13847,,evening,Area_1,Area_2,no_driver_found,9,,471,,3.74,suv,Thu,1
6492,15056,1912,evening,Area_19,Area_6,completed,17,30,131,4.03,3.03,suv,Wed,1
6493,14755,1741,evening,Area_14,Area_16,completed,18,21,180,3.97,4.11,mini,Sat,1
6494,10924,1680,afternoon,Area_12,Area_8,cancelled_by_driver,29,,335,2.69,4.12,sedan,Wed,1.2
6495,14732,,evening,Area_11,Area_3,no_driver_found,24,,104,,3.75,mini,Mon,1.5
6496,19439,1902,afternoon,Area_1,Area_13,cancelled_by_customer,9,,,4.77,4.89,suv,Mon,1
6497,12333,1740,morning,Area_4,Area_15,completed,28,41,297,3.3,3.94,suv,Mon,1.5
6498,18147,1688,morning,Area_14,Area_1,completed,17,31,448,4.84,4.08,suv,Mon,1
6499,14231,1946,evening,Area_17,Area_18,completed,26,39,163,3.02,3.48,mini,Mon,1
6500,16783,1879,afternoon,Area_15,Area_8,cancelled_by_driver,9,,162,3.82,3.77,mini,Fri,1
6501,16158,1988,afternoon,Area_20,Area_4,completed,18,19,436,4.96,3.46,suv,Fri,1.2
6502,12275,1086,morning,Area_13,Area_1,cancelled_by_driver,19,,369,2.63,3.45,mini,Fri,1.5
6503,11491,,morning,Area_4,Area_7,no_driver_found,8,,165,,3.19,suv,Tue,1.2
6504,12820,1694,afternoon,Area_18,Area_19,completed,18,25,246,3.39,4.01,mini,Fri,1
6505,18205,1760,afternoon,Area_2,Area_16,completed,25,34,139,3.43,3.52,sedan,Sun,1.2
6506,11964,1698,morning,Area_3,Area_8,completed,22,33,450,3.28,3.67,mini,Sat,1.2
6507,17995,1645,evening,Area_11,Area_14,cancelled_by_customer,23,,,4.24,4.08,suv,Wed,1.2
6508,13853,,evening,Area_14,Area_17,no_driver_found,6,,212,,4.04,mini,Sun,1
6509,14998,1184,afternoon,Area_6,Area_15,completed,5,11,403,4.98,4.86,suv,Sat,2
6510,12690,1396,morning,Area_10,Area_12,cancelled_by_customer,12,,,4.04,4.34,suv,Sun,1
6511,18336,1540,evening,Area_17,Area_6,completed,15,16,405,2.68,3.45,suv,Wed,1.2
6512,19797,1797,evening,Area_16,Area_1,completed,25,32,336,3.86,3.31,sedan,Wed,1.5
6513,15792,1923,evening,Area_1,Area_16,completed,12,24,362,3.63,3.73,suv,Sun,1.2
6514,15194,1012,afternoon,Area_20,Area_4,completed,14,17,392,4.65,4.29,mini,Mon,1
6515,18421,1499,afternoon,Area_3,Area_2,completed,22,29,195,3.65,4.79,mini,Mon,1.2
6516,13661,,night,Area_5,Area_4,no_driver_found,27,,212,,3.57,sedan,Tue,1
6517,14839,1183,morning,Area_2,Area_9,cancelled_by_customer,18,,,3.35,4.97,sedan,Thu,1.5
6518,13438,1234,evening,Area_2,Area_4,cancelled_by_customer,13,,,2.88,4.62,mini,Wed,1
6519,16179,1310,evening,Area_11,Area_9,completed,16,25,430,3.15,3.2,suv,Thu,1
